Function                                                                                                                                                                                                                                                                                                                                                                                                                                                      CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Spin Time:Imbalance or Serial Spinning  CPU Time:Spin Time:Lock Contention  CPU Time:Spin Time:Other  CPU Time:Overhead Time  CPU Time:Overhead Time:Creation  CPU Time:Overhead Time:Scheduling  CPU Time:Overhead Time:Reduction  CPU Time:Overhead Time:Atomics  CPU Time:Overhead Time:Other  Module                   Function (Full)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Source File        Start Address     
nbnxn_kernel_ElecEw_VdwLJFSw_VF_4xn                                                                                                                                                                                                                                                                                                                                                                                                                            97.636s                  97.636s                            0s                        0.030s                     97.606s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  nbnxn_kernel_ElecEw_VdwLJFSw_VF_4xn(nbnxn_pairlist_t const*, nbnxn_atomdata_t const*, interaction_const_t const*, float (*)[3], float*, float*, float*, float*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                             [Unknown]          0xb96600          
nbnxn_kernel_prune_4xn                                                                                                                                                                                                                                                                                                                                                                                                                                         78.799s                  78.799s                            0s                            0s                     78.799s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  nbnxn_kernel_prune_4xn(nbnxn_pairlist_t*, nbnxn_atomdata_t const*, float const (*)[3], float)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Unknown]          0xd228a0          
nbnxn_make_pairlist_part                                                                                                                                                                                                                                                                                                                                                                                                                                       75.807s                  75.807s                            0s                            0s                     75.807s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  nbnxn_make_pairlist_part(nbnxn_search*, nbnxn_grid_t const*, nbnxn_grid_t const*, nbnxn_search_work_t*, nbnxn_atomdata_t const*, t_blocka const&, float, int, int, int, int, int, float, int, int, nbnxn_pairlist_t*, t_nblist*)                                                                                                                                                                                                                                                                                                                                                                                                            [Unknown]          0xf7f0e0          
solve_pme_yzx                                                                                                                                                                                                                                                                                                                                                                                                                                                  49.806s                  49.806s                            0s                        0.020s                     49.786s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  solve_pme_yzx(gmx_pme_t const*, t_complex*, float, int, int, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           [Unknown]          0x2145c0          
copy_rvec_to_nbat_real                                                                                                                                                                                                                                                                                                                                                                                                                                         42.850s                  42.850s                            0s                            0s                     42.850s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  copy_rvec_to_nbat_real(int const*, int, int, float const (*)[3], int, float*, int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          [Unknown]          0xf6e790          
dd_move_f                                                                                                                                                                                                                                                                                                                                                                                                                                                      37.652s                  37.652s                            0s                        0.100s                     37.552s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_move_f(gmx_domdec_t*, float (*)[3], float (*)[3])                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]          0x1c0a60          
dd_move_x                                                                                                                                                                                                                                                                                                                                                                                                                                                      36.406s                  36.406s                            0s                            0s                     36.406s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dd_move_x(gmx_domdec_t*, float (*)[3], float (*)[3])                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        [Unknown]          0x1bf4f0          
settleTemplate<gmx::SimdFloat, gmx::SimdFBool, (int)8, float const*, (bool)1, (bool)0>.isra.4                                                                                                                                                                                                                                                                                                                                                                  33.822s                  33.822s                            0s                        0.020s                     33.802s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  void settleTemplate<gmx::SimdFloat, gmx::SimdFBool, (int)8, float const*, (bool)1, (bool)0>(gmx_settledata*, int, int, float const*, float const*, float*, float, float*, float (*)[3], bool*).isra.4                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0xeff600          
do_pairs                                                                                                                                                                                                                                                                                                                                                                                                                                                       32.543s                  32.543s                            0s                        0.080s                     32.463s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  do_pairs(int, int, int const*, t_iparams const*, float const (*)[3], float (*)[4], float (*)[3], t_pbc const*, t_graph const*, float const*, float*, t_mdatoms const*, t_forcerec const*, int, gmx_grppairener_t*, int*)                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x1801d0          
spread_on_grid._omp_fn.0                                                                                                                                                                                                                                                                                                                                                                                                                                       31.497s                  31.497s                            0s                            0s                     31.497s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  spread_on_grid._omp_fn.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0x21f180          
__memset_sse2                                                                                                                                                                                                                                                                                                                                                                                                                                                  29.202s                  29.202s                        0.150s                        0.390s                     28.662s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libc-2.17.so             __memset_sse2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               [Unknown]          0x88e40           
nbnxn_atomdata_add_nbat_f_to_f._omp_fn.1                                                                                                                                                                                                                                                                                                                                                                                                                       27.656s                  27.656s                            0s                        0.050s                     27.606s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  nbnxn_atomdata_add_nbat_f_to_f._omp_fn.1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    [Unknown]          0xf6d4f0          
urey_bradley_noener_simd                                                                                                                                                                                                                                                                                                                                                                                                                                       26.874s                  26.874s                            0s                        0.020s                     26.854s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  urey_bradley_noener_simd(int, int const*, t_iparams const*, float const (*)[3], float (*)[4], t_pbc const*, t_graph const*, float, t_mdatoms const*, t_fcdata*, int*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                       [Unknown]          0x169db0          
pdihs_noener_simd                                                                                                                                                                                                                                                                                                                                                                                                                                              25.855s                  25.855s                            0s                        0.030s                     25.825s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  pdihs_noener_simd(int, int const*, t_iparams const*, float const (*)[3], float (*)[4], t_pbc const*, t_graph const*, float, t_mdatoms const*, t_fcdata*, int*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                              [Unknown]          0x16c630          
dih_angle_simd                                                                                                                                                                                                                                                                                                                                                                                                                                                 25.014s                  25.014s                            0s                        0.089s                     24.925s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  dih_angle_simd(float const (*)[3], int const*, int const*, int const*, int const*, float const*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*, gmx::SimdFloat*)                                                                                                                                                                                                                                                                                                                                                 [Unknown]          0x163c60          
hc2cfdftv_16                                                                                                                                                                                                                                                                                                                                                                                                                                                   24.699s                  24.699s                            0s                            0s                     24.699s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  hc2cfdftv_16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]          0x13306f0         
hc2cbdftv_16                                                                                                                                                                                                                                                                                                                                                                                                                                                   23.758s                  23.758s                            0s                            0s                     23.758s                             0s                            0s                  0s                                               0s                                  0s                        0s                      0s                               0s                                 0s                                0s                              0s                            0s  libgromacs_mpi.so.3.3.0  hc2cbdftv_16                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                [Unknown]          0x132c7c0         
